ensembl_gene_id	description	external_gene_name	gene_biotype
AT1G06670	DExH-box ATP-dependent RNA helicase DExH2 [Source:UniProtKB/Swiss-Prot;Acc:F4IDQ6]	NIH	protein_coding
AT4G23660	4-hydroxybenzoate polyprenyltransferase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:F4JPA9]	AtPPT1	protein_coding
AT4G07408	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G07408]		protein_coding
AT5G66630	Protein DA1-related 5 [Source:UniProtKB/Swiss-Prot;Acc:Q84WJ0]	DAR5	protein_coding
AT5G19280	Kinase associated protein phosphatase [Source:UniProtKB/TrEMBL;Acc:F4K124]	KAPP	protein_coding
AT5G19650	Transcription repressor OFP8 [Source:UniProtKB/Swiss-Prot;Acc:Q3E9B4]	OFP8	protein_coding
AT1G05205	At1g05205 [Source:UniProtKB/TrEMBL;Acc:Q8LG56]		protein_coding
AT5G59180	DNA-directed RNA polymerase II subunit 7 [Source:UniProtKB/Swiss-Prot;Acc:P38421]	NRPB7	protein_coding
AT1G69370	Chorismate mutase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C544]	CM3	protein_coding
AT3G57960	Emsy N Terminus (ENT) domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9M2Q2]		protein_coding
AT4G13580	Dirigent protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0H8]	DIR18	protein_coding
AT5G46395	Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8BAC6]		protein_coding
AT1G53380	At1g53380 [Source:UniProtKB/TrEMBL;Acc:Q9MAG4]		protein_coding
AT3G27380	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LBZ7]	SDH2-1	protein_coding
AT5G28910	At5g28910 [Source:UniProtKB/TrEMBL;Acc:Q6ICX5]		protein_coding
AT1G68935	unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). [Source:TAIR;Acc:AT1G68935]		protein_coding
AT2G43610	Endochitinase At2g43610 [Source:UniProtKB/Swiss-Prot;Acc:O22842]		protein_coding
AT5G40000	AAA-ATPase At5g40000 [Source:UniProtKB/Swiss-Prot;Acc:F4KFX5]		protein_coding
AT4G31080	Protein of unknown function (DUF2296) [Source:TAIR;Acc:AT4G31080]		protein_coding
AT1G09245	S-protein homolog 14 [Source:UniProtKB/Swiss-Prot;Acc:Q8GX02]	SPH14	protein_coding
AT4G10603	Putative defensin-like protein 169 [Source:UniProtKB/Swiss-Prot;Acc:Q2V3K0]		protein_coding
AT4G32140	AT4g32140/F10N7_50 [Source:UniProtKB/TrEMBL;Acc:O49378]		protein_coding
AT1G76728	unknown protein; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT1G76728]		protein_coding
AT4G11080	High mobility group B protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9T012]	HMGB13	protein_coding
AT2G27750	Nucleolar matrix protein-related [Source:UniProtKB/TrEMBL;Acc:Q9ZUX6]		protein_coding
AT5G06450	Uncharacterized protein At5g06450 [Source:UniProtKB/Swiss-Prot;Acc:Q9FNG3]		protein_coding
AT3G12150	Alpha/beta hydrolase family protein [Source:UniProtKB/TrEMBL;Acc:Q8RWA3]		protein_coding
AT4G34450	Coatomer subunit gamma [Source:UniProtKB/Swiss-Prot;Acc:Q0WW26]		protein_coding
AT4G25020	At4g25020 [Source:UniProtKB/TrEMBL;Acc:Q9SW24]		protein_coding
AT3G44910	Cation/H(+) antiporter 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9FYC0]	CHX12	protein_coding
AT5G47870	DNA repair RAD52-like protein 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FIJ4]	RAD52-2	protein_coding
AT4G30790	Autophagy-related protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUG7]	ATG11	protein_coding
AT4G39900	AT4g39900/T5J17_70 [Source:UniProtKB/TrEMBL;Acc:Q93VM6]		protein_coding
AT3G33520	SUF3 [Source:UniProtKB/TrEMBL;Acc:A0A178U6Y1]	ARP6	protein_coding
AT4G40070	RING-H2 finger protein ATL32 [Source:UniProtKB/Swiss-Prot;Acc:Q8W571]	ATL32	protein_coding
AT3G18150	RNI-like superfamily protein [Source:TAIR;Acc:AT3G18150]		nontranslating_CDS
AT1G69020	Prolyl oligopeptidase family protein [Source:TAIR;Acc:AT1G69020]		protein_coding
AT1G13310	Endosomal targeting BRO1-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9FX66]		protein_coding
AT5G49160	DNA (cytosine-5)-methyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:P34881]	DMT1	protein_coding
AT4G02500	Xyloglucan 6-xylosyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:O22775]	XXT2	protein_coding
AT2G20980	Minichromosome maintenance protein 10 [Source:UniProtKB/TrEMBL;Acc:Q5XVE2]	MCM10	protein_coding
AT5G25150	Transcription initiation factor TFIID subunit 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6S7B0]	TAF5	protein_coding
AT1G79230	Thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O64530]	STR1	protein_coding
AT5G51490	Probable pectinesterase/pectinesterase inhibitor 59 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHN5]	PME59	protein_coding
AT4G00460	Rop guanine nucleotide exchange factor 3 [Source:UniProtKB/Swiss-Prot;Acc:A4IJ27]	ROPGEF3	protein_coding
AT5G38240	Protein kinase family protein [Source:TAIR;Acc:AT5G38240]		protein_coding
AT5G65770	little nuclei4 [Source:TAIR;Acc:AT5G65770]	LINC4	protein_coding
AT3G07740	ADA2 2A [Source:UniProtKB/TrEMBL;Acc:F4JFM6]	ADA2A	protein_coding
AT1G56270	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9C7K2]		protein_coding
AT1G60450	Galactinol synthase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q4PSY4]	GOLS7	protein_coding
AT2G28420	Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SKM8]		protein_coding
AT4G10457	Putative defensin-like protein 225 [Source:UniProtKB/Swiss-Prot;Acc:P82620]	SCRL1	protein_coding
AT5G64240	Metacaspase-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMG1]	AMC3	protein_coding
AT2G04520	OB-fold nucleic acid binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9SJB9]		protein_coding
AT5G55020	Transcription factor MYB120 [Source:UniProtKB/Swiss-Prot;Acc:Q94FL7]	ATMYB120	protein_coding
AT1G28080	RING finger protein [Source:TAIR;Acc:AT1G28080]		protein_coding
AT2G35830	At2g35830/F11F19.26 [Source:UniProtKB/TrEMBL;Acc:Q9SJ67]		protein_coding
AT2G01480	O-fucosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZVF7]		protein_coding
AT1G76860	LSM3B [Source:UniProtKB/TrEMBL;Acc:A0A178WQ75]	LSM3B	protein_coding
AT5G03570	iron regulated 2 [Source:TAIR;Acc:AT5G03570]	IREG2	protein_coding
AT2G24590	Serine/arginine-rich splicing factor RSZ22A [Source:UniProtKB/Swiss-Prot;Acc:Q9SJA6]	RSZ22A	protein_coding
AT3G12360	Ankyrin repeat-containing protein ITN1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7A2]	ITN1	protein_coding
AT1G05170	Hexosyltransferase [Source:UniProtKB/TrEMBL;Acc:W8Q3U9]	B3GALT2	protein_coding
AT1G31010	Protein OSB4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FYJ2]	OSB4	protein_coding
AT2G19650	Cysteine/histidine-rich C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUM8]		protein_coding
AT4G23570	phosphatase-related [Source:TAIR;Acc:AT4G23570]	SGT1A	protein_coding
AT3G24230	Probable pectate lyase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRM5]		protein_coding
AT3G07960	Phosphatidylinositol 4-phosphate 5-kinase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SFB8]	PIP5K6	protein_coding
AT5G04480	AT5g04480/T32M21_80 [Source:UniProtKB/TrEMBL;Acc:Q940Y7]		protein_coding
AT1G05785	Got1/Sft2-like vescicle transport protein family [Source:TAIR;Acc:AT1G05785]		protein_coding
AT1G54260	Winged-helix DNA-binding transcription factor family protein [Source:UniProtKB/TrEMBL;Acc:F4HV94]		protein_coding
AT2G26370	At2g26370 [Source:UniProtKB/TrEMBL;Acc:O48704]		protein_coding
AT4G29280	Putative defensin-like protein 157 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0F3]	LCR22	protein_coding
AT1G76490	hydroxy methylglutaryl CoA reductase 1 [Source:TAIR;Acc:AT1G76490]	HMG1	protein_coding
AT2G22145	ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A8MRJ4]		protein_coding
AT3G03290	Adenine nucleotide alpha hydrolases-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9M9P7]		protein_coding
AT5G46130	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FNK9]		protein_coding
AT2G42990	GDSL esterase/lipase At2g42990 [Source:UniProtKB/Swiss-Prot;Acc:Q67ZI9]		protein_coding
AT5G47230	ERF5 [Source:UniProtKB/TrEMBL;Acc:A0A178UKK9]	ERF5	protein_coding
AT1G15750	Protein TOPLESS [Source:UniProtKB/Swiss-Prot;Acc:Q94AI7]	TPL	protein_coding
AT3G12300	BUG22 [Source:UniProtKB/TrEMBL;Acc:A0A178VKY4]		protein_coding
AT1G28530	Putative uncharacterized protein At1g28530 [Source:UniProtKB/TrEMBL;Acc:Q84TH8]		protein_coding
AT2G37480	Putative uncharacterized protein At2g37490 [Source:UniProtKB/TrEMBL;Acc:Q9ZUR8]		protein_coding
AT2G21910	Cytochrome P450, family 96, subfamily A, polypeptide 5 [Source:UniProtKB/TrEMBL;Acc:Q9SJ08]	CYP96A5	protein_coding
AT5G11550	Putative uncharacterized protein At5g11550 [Source:UniProtKB/TrEMBL;Acc:Q9LYD7]		protein_coding
AT1G08160	Uncharacterized protein At1g08160 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ13]		protein_coding
AT5G15860	Isoprenylcysteine alpha-carbonyl methylesterase ICME [Source:UniProtKB/Swiss-Prot;Acc:Q94AS5]	ICME	protein_coding
AT2G06541	TTF-type zinc finger protein with HAT dimerisation domain [Source:UniProtKB/TrEMBL;Acc:F4IJB0]		protein_coding
AT3G53580	Diaminopimelate epimerase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LFG2]	DAPF	protein_coding
AT2G24260	Transcription factor bHLH66 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUG9]	BHLH66	protein_coding
AT3G54290	At3g54290 [Source:UniProtKB/TrEMBL;Acc:Q8RWC0]		protein_coding
AT1G26255			protein_coding
AT5G40360	Transcription factor MYB115 [Source:UniProtKB/Swiss-Prot;Acc:Q1PDP9]	MYB115	protein_coding
AT5G62300	40S ribosomal protein S20-1 [Source:UniProtKB/Swiss-Prot;Acc:P49200]	RPS20C	protein_coding
AT1G12672	unknown protein; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G12663.1); Has 4 Blast hits to 4 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 4; Viruses - 0; /.../ Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT1G12672]		protein_coding
AT4G18450	Ethylene-responsive transcription factor ERF091 [Source:UniProtKB/Swiss-Prot;Acc:O49515]	ERF091	protein_coding
AT5G45540	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FHI2]		protein_coding
AT2G17160	Interleukin-1 receptor-associated kinase 4 protein [Source:UniProtKB/TrEMBL;Acc:O23010]		protein_coding
AT5G03700	PAN domain-containing protein At5g03700 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZR8]		protein_coding
AT2G17305	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q3EBZ0]		protein_coding
AT3G58350	Protein RESTRICTED TEV MOVEMENT 3 [Source:UniProtKB/Swiss-Prot;Acc:D5K228]	RTM3	protein_coding
AT4G00305	RING/U-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q3EAE6]		protein_coding
AT1G73830	Transcription factor BEE 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWK7]	BEE3	protein_coding
AT1G34812			protein_coding
AT3G11964	rRNA biogenesis protein RRP5 [Source:UniProtKB/Swiss-Prot;Acc:F4J8K6]	RRP5	protein_coding
AT4G21140	BEST Arabidopsis thaliana protein match is: copper ion binding (TAIR:AT4G05400.2); Has 41 Blast hits to 41 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 40; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). [Source:TAIR;Acc:AT4G21140]		protein_coding
AT5G62370	Pentatricopeptide repeat-containing protein At5g62370 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVA2]		protein_coding
AT5G55690	At5g55690 [Source:UniProtKB/TrEMBL;Acc:Q9FM69]		protein_coding
AT2G42110	At2g42110 [Source:UniProtKB/TrEMBL;Acc:O23683]		protein_coding
AT5G35900	LBD35 [Source:UniProtKB/TrEMBL;Acc:A0A178UHA2]	LBD35	protein_coding
AT5G47400	unknown protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa /.../; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). [Source:TAIR;Acc:AT5G47400]		protein_coding
AT4G25930	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1PE50]		protein_coding
AT1G62510	At1g62510 [Source:UniProtKB/TrEMBL;Acc:Q9SXE6]		protein_coding
AT5G41210	Glutathione S-transferase T1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZRT5]	GSTT1	protein_coding
AT5G66510	gamma carbonic anhydrase 3 [Source:TAIR;Acc:AT5G66510]	GAMMA CA3	protein_coding
AT1G75390	bZIP transcription factor 44 [Source:UniProtKB/Swiss-Prot;Acc:C0Z2L5]	BZIP44	protein_coding
AT4G16380	Heavy metal transport/detoxification superfamily protein [Source:TAIR;Acc:AT4G16380]		protein_coding
AT5G23960	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase [Source:UniProtKB/Swiss-Prot;Acc:Q84UU4]	TPS21	protein_coding
AT4G12320	At4g12320 [Source:UniProtKB/TrEMBL;Acc:Q66GJ1]	CYP706A6	protein_coding
AT5G65350	Histone H3-like 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKQ3]	HTR11	protein_coding
AT1G50580	UDP-glycosyltransferase 79B5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPS8]	UGT79B5	protein_coding
AT4G33355	Non-specific lipid-transfer protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q2V3C1]	LTP11	protein_coding
AT3G22660	Probable rRNA-processing protein EBP2 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9LUJ5]	EBP2	protein_coding
AT1G66830	Probable inactive leucine-rich repeat receptor-like protein kinase At1g66830 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9N5]		protein_coding
AT3G10710	Putative pectinesterase/pectinesterase inhibitor 24 [Source:UniProtKB/Swiss-Prot;Acc:Q9SG77]	PME24	protein_coding
AT1G44900	DNA replication licensing factor MCM2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPD9]	MCM2	protein_coding
AT5G38270	Putative F-box protein At5g38270 [Source:UniProtKB/Swiss-Prot;Acc:Q9FF30]		protein_coding
AT4G19680	Fe(2+) transport protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O81850]	IRT2	protein_coding
AT4G33740	mRNA, clone: RAFL24-22-E06 [Source:UniProtKB/TrEMBL;Acc:Q67YL8]		protein_coding
AT1G27340	F-box only protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZK1]	FBX6	protein_coding
AT5G67190	Ethylene-responsive transcription factor ERF010 [Source:UniProtKB/Swiss-Prot;Acc:Q9FH94]	ERF010	protein_coding
AT4G06634	Uncharacterized zinc finger protein At4g06634 [Source:UniProtKB/Swiss-Prot;Acc:Q2V3L3]	YY1	protein_coding
AT2G21210	SAUR-like auxin-responsive protein family [Source:TAIR;Acc:AT2G21210]		protein_coding
AT1G80680	Nuclear pore complex protein NUP96 [Source:UniProtKB/Swiss-Prot;Acc:Q8LLD0]	NUP96	protein_coding
AT1G77520	O-methyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9CAQ4]		protein_coding
AT1G51402	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422;  /.../ - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT1G51402]		protein_coding
AT2G36130	Peptidyl-prolyl cis-trans isomerase CYP18-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIH1]	CYP18-2	protein_coding
AT4G25760	Protein GLUTAMINE DUMPER 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SW07]	GDU2	protein_coding
AT5G01410	RSR4 [Source:UniProtKB/TrEMBL;Acc:A0A178UIV6]	PDX13	protein_coding
AT2G19210	Putative leucine-rich repeat receptor-like protein kinase At2g19210 [Source:UniProtKB/Swiss-Prot;Acc:O65924]		protein_coding
AT3G60920	Beige/BEACH domain protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LM19]		protein_coding
AT4G14960	Tubulin alpha chain [Source:UniProtKB/TrEMBL;Acc:A0A178UXP7]	TUBA6	protein_coding
AT1G24148	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G24147.1). [Source:TAIR;Acc:AT1G24148]		protein_coding
AT1G20100	Putative uncharacterized protein At1g20100 [Source:UniProtKB/TrEMBL;Acc:Q9LNT6]		protein_coding
AT3G02930	WEB family protein At3g02930, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M8T5]		protein_coding
AT3G57250	Emsy N Terminus (ENT) domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9M2M2]		protein_coding
AT4G35560	DUO1-activated WD40 1 [Source:UniProtKB/TrEMBL;Acc:F4JN30]		protein_coding
AT1G68877	Chaperonin 60 subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1P8AS11]		protein_coding
AT1G25260	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q94AK8]		protein_coding
AT5G20550	At5g20550 [Source:UniProtKB/TrEMBL;Acc:Q8LF12]		protein_coding
AT1G11800	At1g11800/F25C20_3 [Source:UniProtKB/TrEMBL;Acc:Q9SA95]		protein_coding
AT3G20500	Purple acid phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A178V816]	PAP18	protein_coding
AT1G72050	transcription factor IIIA [Source:TAIR;Acc:AT1G72050]	TFIIIA	protein_coding
AT3G61990	Putative uncharacterized protein At3g61990 [Source:UniProtKB/TrEMBL;Acc:Q9M266]	OMTF3	protein_coding
AT3G15090	AT3g15090/K15M2_24 [Source:UniProtKB/TrEMBL;Acc:Q9LK96]		protein_coding
AT2G38465	Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8S8P4]		protein_coding
AT3G21473			protein_coding
AT3G16220	At3g16220 [Source:UniProtKB/TrEMBL;Acc:Q6NKQ6]		protein_coding
AT4G36170	Putative uncharacterized protein AT4g36170 [Source:UniProtKB/TrEMBL;Acc:O65509]		protein_coding
AT2G11405	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422;  /.../ - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT2G11405]		protein_coding
AT5G63230	Glycosyl hydrolase family protein 17 [Source:UniProtKB/TrEMBL;Acc:A8MRV8]		protein_coding
AT2G21380	Kinesin-like protein KIN-7M, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJU0]	KIN7M	protein_coding
AT3G54390	Sequence-specific DNA binding transcription factor [Source:UniProtKB/TrEMBL;Acc:A0A1I9LTW1]		protein_coding
AT5G44585	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422;  /.../ - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G44585]		protein_coding
AT1G31390	TRAF-like family protein [Source:TAIR;Acc:AT1G31390]		protein_coding
AT1G08845	Ribosomal L18p/L5e family protein [Source:UniProtKB/TrEMBL;Acc:F4HXR7]		protein_coding
AT3G21360	At3g21360 [Source:UniProtKB/TrEMBL;Acc:B2GVM3]		protein_coding
AT3G47180	At3g47180 [Source:UniProtKB/TrEMBL;Acc:Q9SD55]		protein_coding
AT4G26690	Glycerophosphodiester phosphodiesterase GDPDL3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ11]	GDPDL3	protein_coding
AT4G28811	Transcription factor bHLH119 [Source:UniProtKB/Swiss-Prot;Acc:Q8GT73]	BHLH119	protein_coding
AT1G70510	KNOTTED-like from Arabidopsis thaliana 2 [Source:TAIR;Acc:AT1G70510]	KNAT2	protein_coding
AT5G42410	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FIH6]		protein_coding
AT5G42320	Zn-dependent exopeptidases superfamily protein [Source:TAIR;Acc:AT5G42320]		protein_coding
AT3G13620	PUT4 [Source:UniProtKB/TrEMBL;Acc:A0A178VLM5]		protein_coding
AT1G80060	At1g80060 [Source:UniProtKB/TrEMBL;Acc:Q5XEN2]		protein_coding
AT3G18350	Heat-inducible transcription repressor (DUF639) [Source:UniProtKB/TrEMBL;Acc:Q9LS55]		protein_coding
AT1G77840	Probable eukaryotic translation initiation factor 5-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S825]		protein_coding
AT3G18640	Zinc finger CCCH domain-containing protein 38 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIH5]		protein_coding
AT2G45950	SKP1-like protein 20 [Source:UniProtKB/Swiss-Prot;Acc:A8MQG7]	ASK20	protein_coding
AT3G27329	Plant self-incompatibility protein S1 family [Source:UniProtKB/TrEMBL;Acc:B3H590]		protein_coding
AT5G19070	At5g19070 [Source:UniProtKB/TrEMBL;Acc:Q6DBQ2]		protein_coding
AT1G72730	Eukaryotic initiation factor 4A-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAI7]	TIF4A-3	protein_coding
AT2G41380	At2g41380 [Source:UniProtKB/TrEMBL;Acc:Q9ZVC3]		protein_coding
AT3G22000	Cysteine-rich repeat secretory protein 30 [Source:UniProtKB/Swiss-Prot;Acc:A0MEX7]	CRRSP30	protein_coding
AT5G67220	AT5g67220/K21H1_18 [Source:UniProtKB/TrEMBL;Acc:Q9FH91]		protein_coding
AT5G05410	Dehydration-responsive element-binding protein 2A [Source:UniProtKB/Swiss-Prot;Acc:O82132]	DREB2A	protein_coding
AT4G13820	Disease resistance like protein [Source:UniProtKB/TrEMBL;Acc:Q8RXQ6]		protein_coding
AT5G66710	Protein kinase ATN1-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LVQ9]		protein_coding
AT5G26070	Hydroxyproline-rich glycoprotein family protein [Source:UniProtKB/TrEMBL;Acc:Q4PSE5]		protein_coding
AT5G27870	Putative pectinesterase/pectinesterase inhibitor 28 [Source:UniProtKB/Swiss-Prot;Acc:Q3E8Z8]	PME28	protein_coding
AT1G25510	Aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:Q9C6M0]		protein_coding
AT2G42060	At2g42060 [Source:UniProtKB/TrEMBL;Acc:P93741]		protein_coding
AT1G15780	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G10440.1); Has 103701 Blast hits to 43153 proteins in 1828 species: Archae - 30; Bacteria - 7385; Metazoa - 38639; Fungi - 11531; Plants - 7727; Viruses - 307; Oth /.../aryotes - 38082 (source: NCBI BLink). [Source:TAIR;Acc:AT1G15780]		protein_coding
AT3G28790	Putative uncharacterized protein At3g28790 [Source:UniProtKB/TrEMBL;Acc:Q9LH95]		protein_coding
AT4G03566	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G3K1]		protein_coding
AT3G28020	DNA-binding protein [Source:UniProtKB/TrEMBL;Acc:F4IXT2]		protein_coding
AT4G32342	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G25360.2); Has 30201 Blast hits to 17322 /.../ins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G32342]		protein_coding
